order_id,customer_id,product_id,order_date,quantity,unit_price,channel,status
O002690,C00279,P00024,2023-10-01,1,167.57,marketplace,completed
O002691,C00060,P00178,2024-03-27,1,150.61,phone,completed
O002692,C00214,P00075,2023-12-18,2,182.19,web,completed
O002693,C00057,P00102,2023-11-18,2,73.11,marketplace,completed
O002694,C00211,P00190,2024-08-19,5,62.91,web,completed
O002695,C00407,P00201,2023-12-03,2,7.68,phone,completed
O002696,C00505,P00086,2024-06-08,5,14.94,web,completed
O002697,C00050,P00136,2024-07-28,3,131.72,phone,completed
O002698,C00503,P00061,2023-06-17,3,88.31,marketplace,completed
O002699,C00592,P00102,2023-09-03,1,72.61,phone,cancelled
O002700,C00281,P00162,2023-06-06,2,146.06,marketplace,completed
O002701,C00220,P00052,2023-09-28,1,214.54,marketplace,cancelled
O002702,C00501,P00062,2024-01-30,1,133.79,mobile,completed
O002703,C00450,P00089,2023-11-19,2,174.11,marketplace,completed
O002704,C00101,P00188,2024-01-30,1,92.43,phone,completed
O002705,C00453,P00040,2023-07-19,1,105.14,phone,completed
O002706,C00260,P00044,2023-11-21,1,64.93,web,completed
O002707,C00425,P00077,2023-11-06,1,199.05,phone,completed
O002708,C00171,P00109,2023-04-10,4,47.18,phone,completed
O002709,C00265,P00011,2024-08-03,1,171.26,mobile,completed
O002710,C00238,P00106,2024-07-28,1,217.75,phone,completed
O002711,C00288,P00115,2023-12-17,1,27.95,marketplace,completed
O002712,C00095,P00161,2024-10-16,1,31.07,phone,completed
O002713,C00483,P00079,2024-05-05,1,155.23,marketplace,completed
O002714,C00544,P00051,2024-06-09,5,113.26,mobile,completed
O002715,C00199,P00011,2024-02-11,3,163.05,marketplace,completed
O002716,C00266,P00039,2023-01-25,1,112.57,web,completed
O002717,C00431,P00115,2023-07-28,4,30.0,mobile,completed
O002718,C00364,P00154,2024-09-18,1,78.86,marketplace,completed
O002719,C00488,P00173,2023-09-02,1,41.48,marketplace,completed
O002720,C00069,P00060,2024-10-14,2,85.24,phone,completed
O002721,C00321,P00130,2023-06-23,3,126.98,web,completed
O002722,C00094,P00108,2024-09-23,1,84.66,web,completed
O002723,C00346,P00207,2023-02-14,5,76.58,phone,completed
O002724,C00580,P00035,2023-11-23,1,37.83,marketplace,completed
O002725,C00252,P00037,2024-03-01,1,204.06,marketplace,completed
O002726,C00548,P00081,2024-07-03,4,193.33,phone,completed
O002727,C00425,P00181,2024-07-02,5,27.76,marketplace,completed
O002728,C00067,P00205,2023-11-10,1,32.5,phone,completed
O002729,C00427,P00132,2024-12-13,4,229.97,web,completed
O002730,C00517,P00175,2023-03-06,3,24.31,mobile,completed
O002731,C00529,P00199,2023-02-20,1,78.54,marketplace,completed
O002732,C00508,P00078,2024-12-18,2,80.98,phone,completed
O002733,C00161,P00193,2023-01-05,2,216.85,web,completed
O002734,C00630,P00006,2024-08-04,3,21.04,phone,completed
O002735,C00221,P00167,2024-05-22,2,61.49,marketplace,completed
O002736,C00002,P00187,2023-12-20,3,30.7,web,completed
O002737,C00252,P00214,2023-06-08,3,23.11,phone,completed
O002738,C00594,P00017,2024-01-31,3,103.25,mobile,completed
O002739,C00241,P00215,2023-05-18,3,75.17,marketplace,completed
O002740,C00181,P00077,2024-01-18,1,203.36,phone,completed
O002741,C00438,P00211,2023-10-23,4,197.27,phone,completed
O002742,C00511,P00128,2023-11-19,2,63.1,phone,completed
O002743,C00063,P00026,2024-03-15,1,214.71,mobile,completed
O002744,C00448,P00026,2024-03-15,5,214.71,phone,completed
O002745,C00627,P00026,2024-03-15,5,214.71,mobile,completed
O002746,C00381,P00067,2023-02-19,2,194.21,phone,completed
O002747,C00265,P00023,2023-07-11,3,188.78,web,completed
O002748,C00491,P00095,2024-07-20,2,195.83,marketplace,completed
O002749,C00367,P00142,2023-04-13,2,110.05,mobile,cancelled
O002750,C00133,P00169,2023-11-21,1,115.86,mobile,completed
O002751,C00225,P00141,2024-02-09,3,115.62,phone,completed
O002752,C00055,P00073,2024-05-29,1,72.33,web,completed
O002753,C00274,P00115,2024-02-18,1,27.69,mobile,completed
O002754,C00376,P00102,2023-06-10,2,71.81,phone,completed
O002755,C00225,P00048,2024-04-28,2,34.41,phone,completed
O002756,C00554,P00157,2023-03-26,2,95.91,web,completed
O002757,C00377,P00185,2024-11-12,1,249.35,phone,completed
O002758,C00645,P00103,2024-05-22,1,202.85,phone,completed
O002759,C00570,P00174,2023-06-17,2,21.42,mobile,completed
O002760,C00531,P00015,2024-04-29,2,259.98,mobile,completed
O002761,C00431,P00028,2024-06-01,1,36.7,marketplace,completed
O002762,C00537,P00051,2024-09-09,1,106.48,phone,completed
O002763,C00305,P00015,2024-05-01,1,243.83,phone,completed
O002764,C00151,P00138,2023-08-02,-4,81.49,phone,completed
O002765,C00211,P00066,2023-11-12,2,124.85,phone,completed
O002766,C00293,P00128,2023-07-16,1,64.07,phone,completed
O002767,C00094,P00151,2023-11-02,1,132.61,web,completed
O002768,C00400,P00202,2024-05-20,2,163.67,phone,completed
O002769,C00613,P00078,2023-06-24,1,79.84,web,completed
O002770,C00442,P00166,2023-12-04,2,92.86,phone,completed
O002771,C00459,P00007,2024-07-09,5,154.81,mobile,completed
O002772,C00632,P00156,2024-05-21,4,225.41,web,completed
O002773,C00573,P00203,2024-04-01,1,142.36,web,completed
O002774,C00308,P00162,2023-01-13,1,143.85,marketplace,completed
O002775,C00334,P00089,2024-11-22,2,178.31,mobile,completed
O002776,C00556,P00013,2024-01-16,1,45.64,marketplace,completed
O002777,C00252,P00206,2024-07-27,4,150.32,marketplace,completed
O002778,C00154,P00182,2023-10-28,1,93.48,mobile,completed
O002779,C00238,P00188,2023-02-08,2,89.81,marketplace,completed
O002780,C00033,P00168,2023-08-06,5,228.3,mobile,completed
O002781,C00391,P00045,2024-01-18,1,64.14,phone,completed
O002782,C00597,P00110,2023-01-01,1,114.62,web,completed
O002783,C00589,P00033,2024-05-16,1,118.21,phone,completed
O002784,C00046,P00149,2024-06-20,3,136.08,web,completed
O002785,C00426,P00125,2024-09-01,2,171.1,phone,completed
O002786,C00494,P00092,2023-01-02,3,102.82,mobile,completed
O002787,C00097,P00001,2024-09-03,1,126.55,web,completed
O002788,C00119,P00021,2024-11-20,3,85.78,mobile,completed
O002789,C00608,P00147,2024-11-21,1,214.82,mobile,completed
O002790,C00550,P00165,2024-10-05,2,169.87,web,completed
O002791,C00375,P00061,2024-05-04,3,94.7,web,completed
O002792,C00200,P00030,2024-01-07,1,204.08,marketplace,completed
O002793,C00054,P00056,2024-03-14,2,94.24,mobile,completed
O002794,C00460,P00043,2023-12-30,2,93.66,marketplace,completed
O002795,C00135,P00165,2024-02-16,2,180.85,web,completed
O002796,C00096,P00019,2024-05-10,5,211.31,mobile,completed
O002797,C00236,P00183,2023-04-03,1,93.88,mobile,completed
O002798,C00139,P00073,2023-06-15,4,69.45,web,completed
O002799,C00518,P00080,2023-12-05,1,30.22,web,completed
O002800,C00032,P00181,2024-10-15,3,27.15,marketplace,completed
O002801,C00281,P00029,2023-05-17,3,66.61,web,completed
O002802,C00078,P00024,2024-12-04,3,152.17,phone,completed
O002803,C00288,P00133,2024-11-19,2,197.49,marketplace,completed
O002804,C00036,P00184,2023-01-26,3,77.41,phone,completed
O002805,C00357,P00202,2024-10-01,1,162.44,web,completed
O002806,C00636,P00063,2024-01-05,1,132.89,marketplace,cancelled
O002807,C00466,P00195,2023-12-18,1,53.18,phone,completed
O002808,C00293,P00053,2024-08-06,1,246.35,phone,completed
O002809,C00015,P00172,2023-04-27,2,175.19,mobile,completed
O002810,C00141,P00188,2024-12-16,1,88.04,phone,completed
O002811,C00647,P00098,2023-12-09,1,57.38,phone,completed
O002812,C00303,P00012,2024-01-01,1,237.68,web,completed
O002813,C00152,P00151,2023-05-13,5,145.4,marketplace,completed
O002814,C00536,P00092,2023-05-30,3,102.93,marketplace,completed
O002815,C00641,P00031,2024-04-02,1,62.99,marketplace,completed
O002816,C00424,P00106,2024-11-19,1,210.44,web,completed
O002817,C00620,P00086,2023-10-08,1,15.0,web,completed
O002818,C00077,P00132,2024-11-07,1,237.11,marketplace,completed
O002819,C00477,P00198,2024-10-27,2,69.77,phone,completed
O002820,C00544,P00064,2024-03-26,1,44.5,mobile,completed
O002821,C00016,P00100,2023-07-16,4,25.93,web,completed
O002822,C00632,P00172,2024-09-13,1,186.14,phone,completed
O002823,C00131,P00151,2024-09-19,2,149.64,phone,completed
O002824,C00153,P00126,2023-07-02,1,119.22,marketplace,completed
O002825,C00571,P00065,2023-09-23,1,136.44,mobile,completed
O002826,C00524,P00143,2024-02-26,1,166.73,phone,completed
O002827,C00554,P00124,2023-05-13,1,86.97,phone,completed
O002828,C00221,P00211,2023-09-14,1,195.12,phone,completed
O002829,C00036,P00106,2024-02-27,3,199.72,phone,completed
O002830,C00084,P00036,2024-10-11,1,106.1,marketplace,completed
O002831,C00320,P00161,2024-11-25,4,28.43,marketplace,completed
O002832,C00372,P00107,2024-11-30,2,185.03,mobile,completed
O002833,C00479,P00107,2023-07-15,2,180.61,web,completed
O002834,C00374,P00026,2023-03-19,2,202.03,marketplace,completed
O002835,C00414,P00186,2024-09-21,2,109.67,web,completed
O002836,C00225,P00073,2024-12-08,2,67.25,mobile,completed
O002837,C00235,P00110,2024-01-08,5,109.68,marketplace,completed
O002838,C00538,P00015,2023-08-16,1,252.56,mobile,completed
O002839,C00413,P00205,2024-09-09,3,30.31,phone,cancelled
O002840,C00563,P00136,2023-11-27,2,133.3,mobile,completed
O002841,C00516,P00075,2023-04-11,2,182.27,phone,completed
O002842,C00221,P00080,2024-10-29,1,29.54,mobile,completed
O002843,C00171,P00024,2023-06-16,3,172.59,web,completed
O002844,C00187,P00175,2024-11-15,1,25.15,mobile,completed
O002845,C00094,P00119,2023-08-07,2,184.95,web,completed
O002846,C00030,P00134,2024-12-16,1,96.17,phone,completed
O002847,C00231,P00192,2024-08-03,2,33.28,phone,completed
O002848,C00566,P00041,2023-08-07,3,149.01,marketplace,completed
O002849,C00420,P00128,2024-03-12,1,61.0,mobile,completed
O002850,C00500,P00178,2024-11-20,1,149.67,marketplace,completed
O002851,C00610,P00149,2024-03-08,1,129.2,web,completed
O002852,C00443,P00099,2024-03-21,1,23.43,phone,completed
O002853,C00029,P00101,2024-10-22,1,251.27,web,completed
O002854,C00204,P00031,2023-03-20,1,60.11,phone,completed
O002855,C00538,P00214,2024-12-19,1,25.01,phone,completed
O002856,C00644,P00189,2023-03-23,1,58.58,web,completed
O002857,C00473,P00211,2023-10-19,4,203.03,mobile,completed
O002858,C00470,P00073,2023-11-15,2,72.25,mobile,completed
O002859,C00163,P00083,2023-12-07,1,122.38,marketplace,completed
O002860,C00161,P00214,2024-11-20,2,25.27,phone,completed
O002861,C00512,P00038,2023-12-24,1,46.12,mobile,completed
O002862,C00521,P00068,2024-04-21,1,41.73,phone,completed
O002863,C00388,P00017,2024-08-07,1,96.45,phone,completed
O002864,C00509,P00131,2024-10-27,4,171.15,web,completed
O002865,C00360,P00094,2023-05-21,3,217.11,phone,completed
O002866,C00598,P00125,2024-09-17,1,171.38,marketplace,completed
O002867,C00259,P00054,2024-12-19,2,59.89,marketplace,completed
O002868,C00573,P00079,2024-05-09,1,148.02,marketplace,completed
O002869,C00358,P00170,2024-06-02,2,192.22,marketplace,completed
O002870,C00547,P00016,2024-02-26,2,119.26,marketplace,completed
O002871,C00538,P00101,2024-11-27,1,236.38,web,completed
O002872,C00282,P00109,2024-06-18,2,47.05,web,completed
O002873,C00145,P00188,2023-10-26,5,86.92,phone,completed
O002874,C00405,P00096,2023-11-02,2,145.58,phone,completed
O002875,C00224,P00188,2023-08-30,5,91.85,mobile,completed
O002876,C00055,P00100,2024-11-17,2,25.31,marketplace,completed
O002877,C00547,P00030,2024-09-24,1,210.49,web,completed
O002878,C00650,P00145,2024-06-05,5,230.92,phone,completed
O002879,C00458,P00108,2023-06-21,1,79.45,marketplace,completed
O002880,C00188,P00196,2023-08-21,4,201.84,phone,completed
O002881,C00493,P00202,2023-01-27,4,157.18,web,completed
O002882,C00224,P00047,2024-04-30,1,64.64,web,completed
O002883,C00105,P00201,2023-04-17,2,7.73,mobile,completed
O002884,C00012,P00098,2024-11-20,1,59.63,phone,completed
O002885,C00438,P00025,2024-03-16,1,132.15,marketplace,cancelled
O002886,C00042,P00025,2024-03-16,2,132.15,phone,cancelled
O002887,C00541,P00025,2024-03-16,1,132.15,marketplace,cancelled
O002888,C00474,P00115,2023-12-11,3,28.88,mobile,completed
O002889,C00491,P00158,2023-12-07,2,48.83,mobile,completed
O002890,C00400,P00015,2024-01-26,2,238.21,marketplace,completed
O002891,C00268,P00051,2023-08-01,2,107.99,marketplace,completed
O002892,C00473,P00154,2024-11-10,1,77.59,marketplace,completed
O002893,C00039,P00155,2023-12-09,2,25.78,mobile,completed
O002894,C00367,P00170,2024-04-07,1,192.56,phone,completed
O002895,C00062,P00001,2023-10-27,1,115.43,mobile,completed
O002896,C00096,P00082,2024-06-05,1,168.1,marketplace,completed
O002897,C00394,P00111,2023-01-04,2,201.32,mobile,completed
O002898,C00355,P00004,2024-09-16,3,65.57,marketplace,completed
O002899,C00210,P00206,2024-02-08,1,155.44,mobile,completed
O002900,C00161,P00146,2023-08-22,1,167.86,phone,completed
O002901,C00101,P00086,2023-05-02,1,13.87,marketplace,completed
O002902,C00082,P00150,2023-06-04,2,60.88,marketplace,completed
O002903,C00337,P00017,2024-11-18,1,103.43,marketplace,completed
O002904,C00568,P00211,2023-08-15,3,205.55,marketplace,completed
O002905,C00417,P00038,2024-03-21,3,42.06,marketplace,completed
O002906,C00216,P00149,2023-02-04,2,137.52,marketplace,completed
O002907,C00338,P00044,2024-10-26,3,65.31,marketplace,completed
O002908,C00121,P00205,2023-12-14,1,31.06,mobile,completed
O002909,C00631,P00199,2023-07-05,3,72.36,web,completed
O002910,C00583,P00011,2023-01-15,4,169.08,phone,completed
O002911,C00432,P00112,2023-12-22,1,132.28,phone,completed
O002912,C00458,P00143,2023-04-09,1,158.31,marketplace,completed
O002913,C00495,P00004,2024-04-20,3,72.28,phone,completed
O002914,C00509,P00054,2023-11-01,1,62.76,web,completed
O002915,C00345,P00119,2023-02-17,2,179.52,marketplace,completed
O002916,C00496,P00068,2024-11-26,5,43.06,phone,completed
O002917,C00595,P00026,2023-11-28,2,202.03,web,completed
O002918,C00483,P00164,2023-01-26,1,64.52,marketplace,completed
O002919,C00048,P00046,2024-08-16,2,50.93,mobile,completed
O002920,C00026,P00181,2024-11-01,5,30.71,web,completed
O002921,C00178,P00153,2023-01-29,1,20.71,web,completed
O002922,C00585,P00128,2023-05-16,3,65.5,phone,completed
O002923,C00532,P00001,2023-07-30,2,122.26,mobile,completed
O002924,C00102,P00047,2024-12-05,1,69.43,phone,completed
O002925,C00557,P00186,2024-08-21,4,109.21,mobile,completed
O002926,C00423,P00033,2023-09-14,3,122.32,marketplace,completed
O002927,C00614,P00021,2023-08-25,2,87.54,phone,completed
O002928,C00310,P00210,2023-11-24,1,41.52,marketplace,completed
O002929,C00625,P00071,2024-04-09,1,143.95,mobile,completed
O002930,C00201,P00161,2024-12-24,1,28.8,marketplace,completed
O002931,C00385,P00080,2023-01-09,3,31.19,marketplace,completed
O002932,C00551,P00184,2024-08-16,5,78.68,mobile,completed
O002933,C00574,P00079,2024-10-10,2,157.74,phone,completed
O002934,C00397,P00007,2023-04-26,1,162.26,web,completed
O002935,C00251,P00172,2023-06-22,3,185.45,web,completed
O002936,C00409,P00148,2024-11-28,2,47.64,marketplace,completed
O002937,C00135,P00207,2024-09-30,2,73.32,phone,completed
O002938,C00230,P00198,2024-04-30,2,70.41,mobile,completed
O002939,C00182,P00144,2023-12-24,5,62.22,web,completed
O002940,C00378,P00076,2023-02-21,2,78.69,mobile,completed
O002941,C00023,P00154,2023-02-12,1,79.32,marketplace,completed
O002942,C00270,P00038,2023-11-25,4,41.55,mobile,completed
O002943,C00210,P00071,2024-11-21,4,134.8,mobile,completed
O002944,C00518,P00005,2024-10-21,1,136.83,web,completed
O002945,C00303,P00201,2024-07-23,1,7.31,phone,completed
O002946,C00098,P00005,2023-11-02,2,143.6,web,completed
O002947,C00496,P00098,2024-09-12,3,61.54,phone,cancelled
O002948,C00144,P00137,2024-07-19,1,153.09,web,completed
O002949,C00245,P00215,2023-11-22,4,67.19,mobile,completed
O002950,C00422,P00086,2023-02-06,1,13.78,marketplace,completed
O002951,C00023,P00007,2023-11-20,1,166.28,phone,completed
O002952,C00248,P00119,2024-08-13,1,193.7,phone,completed
O002953,C00365,P00194,2024-04-24,2,106.36,phone,completed
O002954,C00086,P00001,2024-02-23,1,125.94,web,completed
O002955,C00193,P00209,2024-10-17,1,13.95,mobile,completed
O002956,C00084,P00093,2024-08-11,1,159.46,phone,completed
O002957,C00033,P00019,2023-10-09,1,212.34,mobile,completed
O002958,C00114,P00176,2023-08-22,3,96.57,web,completed
O002959,C00034,P00025,2023-04-30,2,143.0,marketplace,completed
O002960,C00244,P00094,2023-03-24,3,199.09,web,completed
O002961,C00289,P00142,2023-09-27,2,101.57,web,completed
O002962,C00277,P00123,2023-11-24,1,141.9,phone,completed
O002963,C00230,P00077,2023-02-21,4,212.91,mobile,completed
O002964,C00388,P00210,2024-11-25,3,39.85,phone,completed
O002965,C00032,P00151,2023-11-09,5,144.89,web,completed
O002966,C00254,P00162,2024-12-23,2,147.13,web,completed
O002967,C00264,P00094,2024-01-05,1,207.14,marketplace,completed
O002968,C00343,P00161,2023-02-06,2,30.6,mobile,completed
O002969,C00591,P00157,2024-11-30,2,95.42,marketplace,completed
O002970,C00114,P00021,2023-11-17,1,89.51,mobile,completed
O002971,C00125,P00081,2023-11-26,2,207.28,phone,completed
O002972,C00004,P00001,2024-01-25,5,126.19,web,completed
O002973,C00512,P00003,2024-03-25,2,55.5,phone,completed
O002974,C00173,P00003,2024-03-25,2,55.5,marketplace,completed
O002975,C00537,P00003,2024-03-25,2,55.5,phone,completed
O002976,C00103,P00022,2024-10-19,2,12.46,web,completed
O002977,C00503,P00187,2024-03-04,3,28.15,phone,cancelled
O002978,C00172,P00147,2023-06-21,1,215.2,mobile,completed
O002979,C00471,P00039,2023-02-01,1,120.95,marketplace,completed
O002980,C00538,P00056,2024-07-18,2,90.58,phone,completed
O002981,C00522,P00085,2024-05-02,2,105.19,phone,completed
O002982,C00342,P00128,2024-12-06,1,64.5,marketplace,completed
O002983,C00037,P00101,2023-07-04,2,228.28,web,completed
O002984,C00115,P00009,2024-04-11,1,84.19,web,completed
O002985,C00490,P00089,2024-03-08,2,160.25,mobile,completed
O002986,C00338,P00179,2023-02-03,3,19.72,marketplace,completed
O002987,C00517,P00074,2023-05-29,2,90.02,web,completed
O002988,C00585,P00076,2023-04-06,2,77.78,mobile,completed
O002989,C00009,P00057,2024-09-11,1,168.16,mobile,completed
O002990,C00324,P00134,2024-03-08,3,93.68,marketplace,completed
O002991,C00129,P00214,2024-12-16,3,24.03,marketplace,completed
O002992,C00361,P00143,2023-06-30,2,156.13,web,completed
O002993,C00193,P00069,2024-10-23,1,188.06,phone,completed
O002994,C00591,P00147,2024-03-26,5,213.15,web,completed
O002995,C00017,P00188,2023-11-24,2,92.93,phone,completed
O002996,C00070,P00127,2024-03-11,2,125.29,web,completed
O002997,C00154,P00208,2023-09-14,2,17.43,web,completed
O002998,C00626,P00017,2024-11-25,3,105.42,web,completed
O002999,C00542,P00075,2023-07-02,2,185.55,marketplace,completed
O003000,C00406,P00038,2024-09-08,3,42.36,web,completed
O003001,C00332,P00184,2024-05-05,1,77.44,marketplace,completed
O003002,C00399,P00060,2023-11-29,5,87.96,mobile,completed
O003003,C00303,P00082,2023-05-01,2,170.78,mobile,completed
O003004,C00051,P00188,2023-08-26,2,97.89,web,completed
O003005,C00367,P00098,2023-11-29,4,57.7,web,completed
O003006,C00175,P00144,2023-11-17,2,61.11,mobile,cancelled
O003007,C00260,P00040,2023-09-07,1,113.08,web,completed
O003008,C00013,P00142,2024-02-06,1,107.16,mobile,completed
O003009,C00628,P00041,2024-01-29,2,142.05,web,completed
O003010,C00183,P00208,2024-05-23,1,18.35,mobile,completed
O003011,C00516,P00031,2023-03-14,2,65.05,web,completed
O003012,C00592,P00111,2023-09-06,1,192.58,mobile,completed
O003013,C00032,P00122,2024-03-18,1,176.63,web,completed
O003014,C00516,P00020,2023-12-16,4,104.62,phone,completed
O003015,C00254,P00131,2023-11-23,2,183.24,phone,completed
O003016,C00127,P00139,2023-12-19,4,186.87,marketplace,completed
O003017,C00323,P00072,2023-06-11,2,122.31,mobile,completed
O003018,C00257,P00153,2023-07-06,3,21.08,web,completed
O003019,C00084,P00078,2024-07-15,4,85.04,mobile,completed
O003020,C00163,P00059,2024-12-31,1,118.33,mobile,completed
O003021,C00203,P00216,2024-02-13,1,41.58,phone,completed
O003022,C00512,P00178,2024-05-02,1,155.11,phone,completed
O003023,C00247,P00048,2024-10-28,1,34.07,mobile,completed
O003024,C00505,P00136,2024-06-20,2,129.85,mobile,completed
O003025,C00448,P00194,2023-09-01,1,111.44,mobile,completed
O003026,C00565,P00203,2024-03-28,3,142.4,marketplace,completed
O003027,C00391,P00085,2024-06-20,3,111.27,mobile,completed
O003028,C00041,P00069,2024-12-18,2,175.82,marketplace,completed
O003029,C00593,P00096,2023-05-31,3,151.96,mobile,completed
O003030,C00256,P00049,2023-03-01,2,46.57,marketplace,completed
O003031,C00384,P00027,2024-06-27,2,136.52,web,completed
O003032,C00355,P00130,2024-07-11,2,137.18,phone,completed
O003033,C00334,P00176,2023-11-10,1,95.55,marketplace,cancelled
O003034,C00341,P00132,2023-03-03,1,217.53,marketplace,completed
O003035,C00214,P00105,2023-03-26,1,176.98,marketplace,completed
O003036,C00440,P00041,2023-04-03,2,144.29,mobile,completed
O003037,C00244,P00136,2023-11-22,4,117.85,phone,completed
O003038,C00478,P00063,2024-11-07,1,130.61,web,completed
O003039,C00529,P00108,2024-12-28,2,85.67,web,completed
O003040,C00143,P00091,2023-12-11,2,133.67,web,completed
O003041,C00223,P00065,2023-03-01,4,134.02,web,completed
O003042,C00247,P00085,2023-03-15,4,105.38,web,completed
O003043,C00546,P00154,2024-09-23,4,75.89,web,completed
O003044,C00046,P00014,2024-01-22,1,75.68,mobile,completed
O003045,C00269,P00077,2023-02-27,1,200.87,phone,completed
O003046,C00622,P00210,2023-02-22,3,41.87,phone,completed
O003047,C00262,P00005,2024-10-27,5,149.26,mobile,completed
O003048,C00302,P00112,2024-07-12,1,135.58,phone,completed
O003049,C00467,P00004,2023-01-02,1,66.73,marketplace,completed
O003050,C00434,P00194,2023-04-22,2,109.72,phone,completed
O003051,C00573,P00053,2023-04-20,3,259.87,phone,completed
O003052,C00492,P00205,2024-07-04,3,33.99,phone,completed
O003053,C00165,P00074,2024-05-15,2,85.73,web,completed
O003054,C00420,P00198,2023-08-27,1,70.94,web,completed
O003055,C00593,P00197,2024-05-07,1,53.61,phone,completed
O003056,C00340,P00021,2024-08-26,3,84.41,mobile,completed
O003057,C00371,P00045,2024-11-19,2,64.84,marketplace,completed
O003058,C00421,P00100,2024-10-01,1,26.09,mobile,completed
O003059,C00364,P00163,2024-01-28,1,182.51,mobile,completed
O003060,C00225,P00130,2023-12-20,4,132.65,marketplace,completed
O003061,C00516,P00017,2023-08-19,3,99.84,mobile,completed
O003062,C00144,P00080,2024-05-06,1,30.77,web,completed
O003063,C00178,P00020,2024-11-27,1,96.1,marketplace,completed
O003064,C00024,P00205,2023-11-22,2,34.32,marketplace,completed
O003065,C00300,P00179,2024-02-24,1,18.86,marketplace,completed
O003066,C00121,P00198,2024-09-28,2,68.67,phone,completed
O003067,C00230,P00006,2023-12-24,1,21.37,web,completed
O003068,C00495,P00067,2023-12-22,2,200.0,marketplace,completed
O003069,C00104,P00021,2024-04-02,3,89.72,phone,completed
O003070,C00125,P00081,2023-12-12,2,188.26,web,completed
O003071,C00271,P00098,2024-11-29,1,56.19,marketplace,completed
O003072,C00487,P00161,2024-06-11,1,29.54,web,completed
O003073,C00391,P00133,2023-01-19,2,208.5,phone,completed
O003074,C00075,P00140,2023-09-11,1,112.35,marketplace,completed
O003075,C00501,P00054,2023-08-11,4,58.77,web,completed
O003076,C00317,P00169,2023-08-03,1,126.02,marketplace,completed
O003077,C00205,P00177,2023-05-17,2,12.17,marketplace,completed
O003078,C00637,P00139,2024-05-25,1,204.42,marketplace,completed
O003079,C00450,P00077,2023-08-21,1,211.0,marketplace,completed
O003080,C00627,P00059,2024-02-11,3,104.98,marketplace,completed
O003081,C00524,P00059,2024-12-17,1,112.82,web,completed
O003082,C00324,P00141,2024-06-15,2,112.41,web,completed
O003083,C00302,P00048,2024-11-03,3,31.99,mobile,completed
O003084,C00580,P00124,2023-10-31,2,82.24,phone,completed
O003085,C00545,P00095,2023-08-17,1,203.58,mobile,completed
O003086,C00474,P00186,2023-11-16,2,103.12,mobile,completed
O003087,C00023,P00145,2024-08-30,2,222.26,marketplace,completed
O003088,C00095,P00063,2023-01-21,3,125.62,phone,completed
O003089,C00140,P00102,2023-02-20,3,71.1,marketplace,completed
O003090,C00381,P00037,2024-05-24,1,207.68,web,completed
O003091,C00544,P00104,2024-05-10,3,73.62,marketplace,completed
O003092,C00512,P00073,2024-12-07,1,67.13,marketplace,completed
O003093,C00363,P00134,2024-03-09,1,95.32,phone,completed
O003094,C00148,P00051,2024-07-20,1,110.94,phone,completed
O003095,C00214,P00086,2024-07-17,4,13.66,phone,completed
O003096,C00284,P00058,2024-10-27,2,21.14,web,completed
O003097,C00126,P00174,2023-08-28,1,19.87,web,completed
O003098,C00299,P00080,2023-10-25,1,28.5,marketplace,completed
O003099,C00431,P00071,2024-03-23,5,135.14,phone,completed
O003100,C00468,P00128,2023-12-31,1,61.17,mobile,completed
O003101,C00082,P00071,2024-07-19,5,141.02,marketplace,completed
O003102,C00644,P00001,2023-04-11,2,114.63,marketplace,completed
O003103,C00222,P00181,2024-12-10,2,29.98,phone,completed
O003104,C00200,P00139,2023-02-27,5,180.03,web,completed
O003105,C00239,P00107,2024-02-28,2,177.19,phone,completed
O003106,C00088,P00086,2023-12-15,2,15.33,marketplace,completed
O003107,C00622,P00025,2024-01-28,1,142.26,web,completed
O003108,C00644,P00163,2024-02-04,1,174.83,phone,cancelled
O003109,C00252,P00058,2023-03-13,2,23.17,marketplace,completed
O003110,C00639,P00007,2024-03-10,1,159.1,phone,completed
O003111,C00360,P00007,2024-03-10,1,159.1,marketplace,completed
O003112,C00457,P00007,2024-03-10,3,159.1,web,completed
O003113,C00620,P00099,2023-06-17,2,23.09,marketplace,cancelled
O003114,C00025,P00195,2024-12-03,5,48.84,web,completed
O003115,C00347,P00174,2023-12-13,2,19.72,web,completed
O003116,C00401,P00029,2024-03-23,1,70.67,phone,completed
O003117,C00295,P00168,2024-04-19,2,228.37,mobile,completed
O003118,C00266,P00090,2023-02-03,3,130.45,phone,completed
O003119,C00588,P00198,2023-05-03,2,73.68,marketplace,completed
O003120,C00430,P00164,2023-03-31,1,68.76,marketplace,completed
O003121,C00448,P00192,2024-02-10,5,33.68,phone,completed
O003122,C00626,P00165,2024-05-03,2,173.48,marketplace,completed
O003123,C00273,P00195,2023-07-05,1,53.74,marketplace,completed
O003124,C00451,P00063,2024-05-30,5,129.78,web,cancelled
O003125,C00404,P00196,2023-09-09,1,194.18,mobile,completed
O003126,C00163,P00081,2024-12-25,5,213.13,phone,completed
O003127,C00075,P00139,2024-12-10,1,192.22,mobile,completed
O003128,C00602,P00025,2024-10-20,1,145.8,web,completed
O003129,C00001,P00060,2023-11-05,1,84.15,marketplace,completed
O003130,C00276,P00101,2024-11-23,1,225.32,web,completed
O003131,C00549,P00094,2024-09-26,1,209.02,marketplace,completed
